,Set number,Name,Set type,Theme,Theme group,Subtheme,Year released,Pieces,Minifigs,Price,Age range
18687,5007237-1,Notebook with Gel Pen Blue,Gear,GEAR,Miscellaneous,STATIONERY,2022,null,null,19.99,null
18688,5007238-1,Notebook with Gel Pen Violet,Gear,GEAR,Miscellaneous,STATIONERY,2022,null,null,19.99,null
18689,5007239-1,Notebook with Gel Pen Red,Gear,GEAR,Miscellaneous,STATIONERY,2022,null,null,19.99,null
18690,5007240-1,Notebook with Gel Pen Orange,Gear,GEAR,Miscellaneous,STATIONERY,2022,null,null,19.99,null
18691,5007241-1,Notebook with Gel Pen Yellow,Gear,GEAR,Miscellaneous,STATIONERY,2022,null,null,19.99,null
18692,5007242-1,Notebook with Gel Pen Lime,Gear,GEAR,Miscellaneous,STATIONERY,2022,null,null,19.99,null
18693,5007243-1,Notebook with Gel Pen Green,Gear,GEAR,Miscellaneous,STATIONERY,2022,null,null,19.99,null
18694,5007244-1,Notebook with Gel Pen Azure,Gear,GEAR,Miscellaneous,STATIONERY,2022,null,null,19.99,null
18695,5007245-1,Notebook with Gel Pen Lavender,Gear,GEAR,Miscellaneous,STATIONERY,2022,null,null,19.99,null
18696,5007246-1,Locking Notebook with Gel Pen,Gear,GEAR,Miscellaneous,STATIONERY,2022,null,null,19.99,null
18697,5007247-1,Notebook with Gel Pen Black,Gear,GEAR,Miscellaneous,STATIONERY,2022,null,null,19.99,null
18698,5007267-1,4 Stud Storage Brick Light Purple,Gear,GEAR,Miscellaneous,STORAGE,2022,null,null,24.99,null
18699,5007268-1,8 Stud Storage Brick Stone Gray,Gear,GEAR,Miscellaneous,STORAGE,2022,null,null,39.99,null
18700,5007269-1,Box with Handle Red,Gear,GEAR,Miscellaneous,STORAGE,2022,null,null,0,null
18701,5007270-1,Box with Handle Blue,Gear,GEAR,Miscellaneous,STORAGE,2022,null,null,0,null
18702,5007272-1,Hydration Bottle Lavender,Gear,GEAR,Miscellaneous,HOUSEWARES,2022,null,null,11.99,null
18703,5007273-1,Minifigure Lunch Set,Gear,GEAR,Miscellaneous,HOUSEWARES,2022,null,null,0,null
18704,5007274-1,Friends: Girls Rock! Lunch Set,Gear,GEAR,Miscellaneous,HOUSEWARES,2022,null,null,0,null
18705,5007275-1,Ninjago Lunch Set,Gear,GEAR,Miscellaneous,HOUSEWARES,2022,null,null,0,null
18706,5007276-1,Tumbler with Drinking Straw,Gear,GEAR,Miscellaneous,HOUSEWARES,2022,null,null,0,null
18707,5007279-1,Sorting Box Blue,Gear,GEAR,Miscellaneous,STORAGE,2022,null,null,0,null
18708,5007280-1,4 Stud Brick Shelf Blue,Gear,GEAR,Miscellaneous,STORAGE,2022,null,null,0,null
18709,5007281-1,4 Stud Brick Shelf Black,Gear,GEAR,Miscellaneous,STORAGE,2022,null,null,0,null
18710,5007282-1,4 Stud Brick Shelf White,Gear,GEAR,Miscellaneous,STORAGE,2022,null,null,0,null
18711,5007283-1,4 Stud Brick Shelf Gray,Gear,GEAR,Miscellaneous,STORAGE,2022,null,null,0,null
18712,5007284-1,8 Stud Brick Shelf Bright Red,Gear,GEAR,Miscellaneous,STORAGE,2022,null,null,0,null
18713,5007285-1,8 Stud Brick Shelf Blue,Gear,GEAR,Miscellaneous,STORAGE,2022,null,null,0,null
18714,5007286-1,8 Stud Brick Shelf Black,Gear,GEAR,Miscellaneous,STORAGE,2022,null,null,0,null
18715,5007287-1,8 Stud Brick Shelf White,Gear,GEAR,Miscellaneous,STORAGE,2022,null,null,0,null
18716,5007288-1,8 Stud Brick Shelf Gray,Gear,GEAR,Miscellaneous,STORAGE,2022,null,null,0,null
18717,5007289-1,Brick Scooper Set Bright Red,Gear,GEAR,Miscellaneous,HOUSEWARES,2022,null,null,0,null
18718,5007290-1,Darth Vader Key Light,Gear,GEAR,Miscellaneous,LIGHTS,2022,null,null,0,null
18719,5007291-1,Stormtrooper Key Light,Gear,GEAR,Miscellaneous,LIGHTS,2022,null,null,0,null
18720,5007331-1,LEGO Tin Lunchbox,Gear,GEAR,Miscellaneous,HOUSEWARES,2022,null,null,0,null
18721,5007403-1,The Mandalorian Beskar Keychain,Gear,GEAR,Miscellaneous,KEY CHAINS/STAR WARS,2022,null,null,0,null
18722,5007405-1,LEGO Star Wars: The Skywalker Saga Deluxe Edition - Xbox Series XS & Xbox One,Gear,GEAR,Miscellaneous,VIDEO GAMES/XBOX SERIES XS & XBOX ONE,2022,null,null,69.99,10+
18723,5007406-1,LEGO Star Wars: The Skywalker Saga Deluxe Edition - Nintendo Switch,Gear,GEAR,Miscellaneous,VIDEO GAMES/NINTENDO SWITCH,2022,null,null,69.99,10+
18724,5007407-1,LEGO Star Wars: The Skywalker Saga Deluxe Edition - PlayStation 5,Gear,GEAR,Miscellaneous,VIDEO GAMES/PS5,2022,null,null,69.99,10+
18725,5007408-1,LEGO Star Wars: The Skywalker Saga Deluxe Edition - PlayStation 4,Gear,GEAR,Miscellaneous,VIDEO GAMES/PS4,2022,null,null,69.99,10+
18726,5007409-1,LEGO Star Wars: The Skywalker Saga Deluxe Edition - PlayStation 5,Gear,GEAR,Miscellaneous,VIDEO GAMES/PS5,2022,null,null,0,7+
18727,5007418-1,Ferrari Daytona SP3: The Sense of Perfection,Book,BOOKS,Miscellaneous,MISCELLANEOUS,2022,null,null,79.99,null
18728,5007429-1,LEGO CON 2022 T-Shirt,Gear,GEAR,Miscellaneous,CLOTHING,2022,null,null,24.99,null
18729,5007433-1,LEGO CON 2022 Pullover Hoodie,Gear,GEAR,Miscellaneous,CLOTHING,2022,null,null,49.99,null
18730,5007451-1,Lego Guy Mask & Hands Costume Kit,Gear,GEAR,Miscellaneous,ROLE-PLAY TOYS,2022,null,null,24.99,null
18731,5007453-1,Hermione Granger Plush,Gear,GEAR,Miscellaneous,PLUSH,2022,null,null,26.99,null
18732,5007454-1,Albus Dumbledore Plush,Gear,GEAR,Miscellaneous,PLUSH,2022,null,null,26.99,null
18733,5007455-1,Harry Potter Plush,Gear,GEAR,Miscellaneous,PLUSH,2022,null,null,26.99,null
18734,5007456-1,Rey Plush,Gear,GEAR,Miscellaneous,PLUSH,2022,null,null,26.99,null
18735,5007457-1,The Mandalorian Plush,Gear,GEAR,Miscellaneous,PLUSH,2022,null,null,31.99,null
18736,5007459-1,R2 D2 Plush,Gear,GEAR,Miscellaneous,PLUSH,2022,null,null,31.99,null
18737,5007460-1,Ewok Plush,Gear,GEAR,Miscellaneous,PLUSH,2022,null,null,31.99,null
18738,5007461-1,Yoda Holiday Plush,Gear,GEAR,Miscellaneous,PLUSH,2022,null,null,30.99,null
18739,5007462-1,Darth Vader Holiday Plush,Gear,GEAR,Miscellaneous,PLUSH,2022,null,null,30.99,null
18740,5007464-1,Chewbacca Holiday Plush,Gear,GEAR,Miscellaneous,PLUSH,2022,null,null,30.99,null
18741,5007485-1,Minifigure Packable Tote,Gear,GEAR,Miscellaneous,BAGS,2022,null,null,0,null
18742,5007486-1,Lloyd Future Backpack,Gear,GEAR,Miscellaneous,BAGS,2022,null,null,0,null
18743,5007487-1,City Police Heritage Classic Backpack,Gear,GEAR,Miscellaneous,BAGS,2022,null,null,0,null
18744,5007488-1,Drawstring Brick Bag,Gear,GEAR,Miscellaneous,STORAGE,2022,null,null,0,null
18745,5007491-1,Lord Voldemort Plush,Gear,GEAR,Miscellaneous,PLUSH,2022,null,null,26.99,null
18746,5007492-1,Ron Weasley Plush,Gear,GEAR,Miscellaneous,PLUSH,2022,null,null,26.99,null
18747,5007493-1,Hedwig Plush,Gear,GEAR,Miscellaneous,PLUSH,2022,null,null,26.99,null
18748,5007494-1,Hagrid Plush,Gear,GEAR,Miscellaneous,PLUSH,2022,null,null,38.99,null
18749,5007500-1,UCS Landspeeder Print,Gear,GEAR,Miscellaneous,POSTERS,2022,null,null,0,null
18750,5007501-1,Landspeeder poster,Gear,GEAR,Miscellaneous,POSTERS,2022,null,null,0,null
18751,5007504-1,Vintage LEGO Logo Poster,Gear,GEAR,Miscellaneous,POSTERS,2022,null,null,0,null
18752,5007505-1,Duck Lenticular Sticker,Gear,GEAR,Miscellaneous,STICKERS,2022,null,null,0,null
18753,5007506-1,DUPLO Dominos,Gear,GEAR,Miscellaneous,GAMES,2022,null,null,0,2+
18754,5007507-1,LEGO Friends Pair Cards,Gear,GEAR,Miscellaneous,GAMES,2022,null,null,0,null
18755,5007519-1,Sports Scarf,Gear,GEAR,Miscellaneous,SPORTS,2022,null,null,0,null
18756,5007520-1,LEGO Travel Postcard and Sticker Set,Gear,GEAR,Miscellaneous,STATIONERY,2022,null,null,0,null
18757,5007521-1,Travel Postcard Set,Gear,GEAR,Miscellaneous,STATIONERY,2022,null,null,0,null
18758,5007523-1,Wooden Minifigure,Gear,GEAR,Miscellaneous,WOODEN ORIGINALS,2022,null,null,129.99,null
18759,5007535-1,Dr Flieber Key Chain,Gear,GEAR,Miscellaneous,KEY CHAINS,2022,null,null,14.99,null
18760,5007544-1,Block Backpack Citrus,Gear,GEAR,Miscellaneous,BAGS,2022,null,null,0,4 - 6
18761,5007545-1,LEGO 90th Tote Bag,Gear,GEAR,Miscellaneous,BAGS,2022,null,null,0,null
18762,5007555-1,Penguin Boy Plush,Gear,GEAR,Miscellaneous,PLUSH,2022,null,null,0,2 - 5
18763,5007557-1,Shark Suit Guy Plush,Gear,GEAR,Miscellaneous,PLUSH,2022,null,null,0,null
18764,5007558-1,Fox Costume Girl Plush,Gear,GEAR,Miscellaneous,PLUSH,2022,null,null,0,2 - 5
18765,5007564-1,Kai,Gear,GEAR,Miscellaneous,PLUSH,2022,null,null,0,null
18766,5007565-1,Hot Dog Guy Plush,Gear,GEAR,Miscellaneous,PLUSH,2022,null,null,0,null
18767,5007566-1,Banana Guy Plush,Gear,GEAR,Miscellaneous,PLUSH,2022,null,null,0,2+
18768,5007593-1,Yoda Notebook,Gear,GEAR,Miscellaneous,STATIONERY,2022,null,null,0,null
18769,5007617-1,2023 Daily Calendar LEGO Daily Builds,Gear,GEAR,Miscellaneous,CALENDARS,2022,null,null,0,null
18770,5007620-1,2023 LEGO Wall Calendar,Gear,GEAR,Miscellaneous,CALENDARS,2022,null,null,14.99,null
18771,5007622-1,LEGO Fleece Blanket,Gear,GEAR,Miscellaneous,BEDDING,2022,null,null,0,null
18772,5007623-1,LEGO Minifigure Coasters,Gear,GEAR,Miscellaneous,HOUSEWARES,2022,null,null,0,null
18773,5007627-1,Ferrari Daytona SP3: The Sense of Perfection,Book,BOOKS,Miscellaneous,MISCELLANEOUS,2022,null,null,59.99,null
18774,5007649-1,Red White T Shirt and Pants 2 Piece Set,Gear,GEAR,Miscellaneous,CLOTHING,2022,null,null,42.00,null
18775,5007650-1,Multicolored T Shirt and Pants 2 Piece Set,Gear,GEAR,Miscellaneous,CLOTHING,2022,null,null,42.00,null
18776,5007651-1,Grogu T Shirt and Pants 2 Piece Set,Gear,GEAR,Miscellaneous,CLOTHING,2022,null,null,42.00,null
18777,5007667-1,LEGO Star Wars: The Skywalker Saga - Xbox Series XS & Xbox One,Gear,GEAR,Miscellaneous,VIDEO GAMES/XBOX SERIES XS & XBOX ONE,2022,null,null,59.99,10+
18778,5007668-1,LEGO Star Wars: The Skywalker Saga - PlayStation 5,Gear,GEAR,Miscellaneous,VIDEA GAMES/PS5,2022,null,null,59.99,10+
18779,5007669-1,LEGO Star Wars: The Skywalker Saga - PlayStation 4,Gear,GEAR,Miscellaneous,VIDEO GAMES/PS4,2022,null,null,59.99,10+
18780,5007685-1,LEGO Baking Set,Gear,GEAR,Miscellaneous,HOUSEWARES,2022,null,null,0,null
18781,5007715-1,Black Panther poster,Gear,GEAR,Miscellaneous,POSTERS,2022,null,null,0,null
18782,5007716-1,Eiffel Tower Postcard and Sticker Set,Gear,GEAR,Miscellaneous,STATIONERY,2022,null,null,0,null
18783,5007723-1,Holiday Bunting,Gear,GEAR,Miscellaneous,SEASONAL,2022,null,null,0,null
18784,5007724-1,Minifigure Head Wrapping Paper,Gear,GEAR,Miscellaneous,SEASONAL,2022,null,null,0,null
18785,5007725-1,City Wrapping Paper,Gear,GEAR,Miscellaneous,SEASONAL,2022,null,null,0,null
18786,6280595-1,Birthday Cake,Extended,PROMOTIONAL,Miscellaneous,null,2022,null,null,0,null
18787,6385428-1,Trophy,Extended,PROMOTIONAL,Miscellaneous,MISCELLANEOUS,2022,20,null,0,null
18788,6385434-1,Golden Snitch,Extended,HARRY POTTER,Licensed,PROMOTIONAL,2022,35,null,0,null
18789,6385440-1,DOTS sampler,Extended,DOTS,Art and crafts,PROMOTIONAL,2022,85,null,0,null
18790,6385446-1,Birthday Cake,Extended,PROMOTIONAL,Miscellaneous,MISCELLANEOUS,2022,null,null,0,null
18791,6411312-1,Grill,Extended,MISCELLANEOUS,Miscellaneous,null,2022,null,null,0,null
18792,6415557-1,I Love BCN Bag Tag,Gear,GEAR,Miscellaneous,BAG TAGS,2022,null,null,0,6+
18793,6424685-1,I Heart LEGO Store Leicester Square Tile,Extended,PROMOTIONAL,Miscellaneous,LEGO BRAND STORE OPENING SET,2022,null,null,0,null
18794,6424688-1,LEGO Delivery Truck,Extended,PROMOTIONAL,Miscellaneous,LEGO BRAND STORE OPENING SET,2022,94,1,0,null
18795,6424706-1,London Tile,Extended,PROMOTIONAL,Miscellaneous,LEGO BRAND STORES,2022,1,null,0,null
18796,6424710-1,Hangzhou Tile,Extended,PROMOTIONAL,Miscellaneous,LEGO BRAND STORES,2022,1,null,0,null
18797,6424712-1,Berlin Tile,Extended,PROMOTIONAL,Miscellaneous,LEGO BRAND STORES,2022,1,null,0,null
18798,6426244-1,90th Anniversary Mini Castle,Extended,PROMOTIONAL,Miscellaneous,null,2022,158,null,0,10+
18799,6427893-1,Fantasy Adventure Ride,Extended,PROMOTIONAL,Miscellaneous,TOYS R US,2022,null,null,0,null
18800,6427894-1,Dragon Adventure Ride,Extended,PROMOTIONAL,Miscellaneous,TOYS R US,2022,null,null,0,null
18801,6427895-1,Pirate Adventure Ride,Extended,PROMOTIONAL,Miscellaneous,TOYS R US,2022,null,null,0,null
18802,6427896-1,Space Adventure Ride,Extended,PROMOTIONAL,Miscellaneous,TOYS R US,2022,null,null,0,null
18803,6431476-1,Barcelona Tile,Extended,PROMOTIONAL,Miscellaneous,LEGO BRAND STORES,2022,1,null,0,null
18804,6432430-1,Pirate Adventure Ride,Extended,PROMOTIONAL,Miscellaneous,VIP REWARD,2022,168,null,0,10+
18805,6432431-1,Pirate Adventure Ride,Extended,PROMOTIONAL,Miscellaneous,VIP REWARD,2022,168,null,0,10+
18806,6432433-1,Dragon Adventure Ride,Extended,PROMOTIONAL,Miscellaneous,VIP REWARD,2022,168,null,0,10+
18807,6432434-1,Dragon Adventure Ride,Extended,PROMOTIONAL,Miscellaneous,VIP REWARD,2022,168,null,0,10+
18808,6437453-1,Frankenstein's Monster,Extended,PROMOTIONAL,Miscellaneous,LEGO BRAND STORES,2022,59,null,0,6+
18809,90YOP-1,90 Years of Play Metal Keychain,Gear,GEAR,Miscellaneous,KEY CHAINS,2022,null,null,0,null
18810,BLOCKS088-1,Blocks magazine issue 88,Book,BOOKS,Miscellaneous,MAGAZINES/BLOCKS,2022,null,null,0,null
18811,BLOCKS089-1,Blocks magazine issue 89,Book,BOOKS,Miscellaneous,MAGAZINES/BLOCKS,2022,null,null,0,null
18812,BLOCKS090-1,Blocks magazine issue 90,Book,BOOKS,Miscellaneous,MAGAZINES/BLOCKS,2022,null,null,0,null
18813,BLOCKS091-1,Blocks magazine issue 91,Book,BOOKS,Miscellaneous,MAGAZINES/BLOCKS,2022,null,null,0,null
18814,BLOCKS092-1,Blocks magazine issue 92,Book,BOOKS,Miscellaneous,MAGAZINES/BLOCKS,2022,null,null,0,null
18815,BLOCKS093-1,Blocks magazine issue 93,Book,BOOKS,Miscellaneous,MAGAZINES/BLOCKS,2022,null,null,0,null
18816,BLOCKS094-1,Blocks magazine issue 94,Book,BOOKS,Miscellaneous,MAGAZINES/BLOCKS,2022,null,null,0,null
18817,BLOCKS095-1,Blocks magazine issue 95,Book,BOOKS,Miscellaneous,MAGAZINES/BLOCKS,2022,null,null,0,null
18818,BLOCKS096-1,Blocks magazine issue 96,Book,BOOKS,Miscellaneous,MAGAZINES/BLOCKS,2022,null,null,0,null
18819,BLOCKS097-1,Blocks magazine issue 97,Book,BOOKS,Miscellaneous,MAGAZINES/BLOCKS,2022,null,null,0,null
18820,BLOCKS098-1,Blocks magazine issue 98,Book,BOOKS,Miscellaneous,MAGAZINES/BLOCKS,2022,null,null,0,null
18821,BLOCKSSPECIAL-1,100 Incredible LEGO Builds,Book,BOOKS,Miscellaneous,MAGAZINES/BLOCKS,2022,null,null,0,null
18822,BRICKJOURNAL071-1,BrickJournal Issue 71,Book,BOOKS,Miscellaneous,MAGAZINES/BRICKJOURNAL,2022,null,null,0,null
18823,BRICKJOURNAL072-1,BrickJournal Issue 72,Book,BOOKS,Miscellaneous,MAGAZINES/BRICKJOURNAL,2022,null,null,0,null
18824,BRICKJOURNAL073-1,BrickJournal Issue 73,Book,BOOKS,Miscellaneous,MAGAZINES/BRICKJOURNAL,2022,null,null,10.95,null
18825,BRICKJOURNAL074-1,BrickJournal Issue 74,Book,BOOKS,Miscellaneous,MAGAZINES/BRICKJOURNAL,2022,null,null,10.95,null
18826,BRICKJOURNAL075-1,BrickJournal Issue 75,Book,BOOKS,Miscellaneous,MAGAZINES/BRICKJOURNAL,2022,null,null,0,null
18827,BRICKJOURNAL076-1,BrickJournal Issue 76,Book,BOOKS,Miscellaneous,MAGAZINES/BRICKJOURNAL,2022,null,null,0,null
18828,BRICKJOURNAL077-1,BrickJournal Issue 77,Book,BOOKS,Miscellaneous,MAGAZINES/BRICKJOURNAL,2022,null,null,10.95,null
18829,FRIENDS10-1,{Friends 10th anniversary golden minidoll},Other,FRIENDS,Modern day,EMPLOYEE GIFT,2022,null,null,0,null
18830,REDBRICK-1,Buildable 2 x 2 Red Brick,Other,PROMOTIONAL,Miscellaneous,LEGO BRAND STORES,2022,66,null,0,null
18831,SHUTTLE-1,Space Shuttle,Other,PROMOTIONAL,Miscellaneous,LEGO BRAND STORES,2022,null,null,0,null
18832,SLSDUCK-1,SLS Duck,Other,PROMOTIONAL,Miscellaneous,LEGO HOUSE,2022,1,null,0,null
18833,SUMMERWAVE-1,Summer Wave,Other,PROMOTIONAL,Miscellaneous,LEGO BRAND STORES,2022,39,null,0,7+
18834,TRUSPIDERMAN-1,Spider-Man,Other,MARVEL SUPER HEROES,Licensed,SPIDER-MAN,2022,43,null,0,null
18835,YOTT-1,Tiger,Other,MISCELLANEOUS,Miscellaneous,null,2022,null,null,0,null
18836,10312-1,Jazz Club,Normal,ICONS,Model making,MODULAR BUILDINGS COLLECTION,2023,2899,8,229.99,18+
18837,10313-1,Wildflower Bouquet,Normal,ICONS,Model making,BOTANICAL COLLECTION,2023,939,null,59.99,18+
18838,10314-1,Dried Flower Centrepiece,Normal,ICONS,Model making,BOTANICAL COLLECTION,2023,812,null,49.99,18+
18839,10316-1,The Lord of the Rings: Rivendell,Normal,ICONS,Model making,LICENSED,2023,6167,null,499.99,18+
18840,10411-1,Learn About Chinese Culture,Normal,DUPLO,Pre-school,SEASONAL,2023,124,null,69.99,2+
18841,10789-1,Spider-Man's Car and Doc Ock,Normal,MARVEL SUPER HEROES,Licensed,SPIDEY AND HIS AMAZING FRIENDS,2023,48,null,9.99,4+
18842,10790-1,Team Spidey at Green Goblin's Lighthouse,Normal,MARVEL SUPER HEROES,Licensed,SPIDEY AND HIS AMAZING FRIENDS,2023,149,null,34.99,4+
18843,10791-1,Team Spidey's Mobile Headquarters,Normal,MARVEL SUPER HEROES,Licensed,SPIDEY AND HIS AMAZING FRIENDS,2023,187,null,49.99,4+
18844,10935-1,Alphabet Town,Normal,DUPLO,Pre-school,null,2023,null,null,49.99,null
18845,10981-1,Growing Carrot,Normal,DUPLO,Pre-school,null,2023,null,null,9.99,null
18846,10982-1,Fruit and Vegetable Tractor,Normal,DUPLO,Pre-school,null,2023,19,null,19.99,null
18847,10983-1,Organic Market,Normal,DUPLO,Pre-school,null,2023,null,null,29.99,null
18848,10984-1,Organic Garden,Normal,DUPLO,Pre-school,null,2023,null,null,44.99,null
18849,10985-1,Wind Turbine and Electric Car,Normal,DUPLO,Pre-school,null,2023,null,null,9.99,null
18850,10986-1,Family House on Wheels,Normal,DUPLO,Pre-school,null,2023,null,null,19.99,null
18851,10990-1,Construction Site,Normal,DUPLO,Pre-school,null,2023,null,null,64.99,null
18852,10995-1,Spider-Man's House,Normal,DUPLO,Pre-school,SPIDEY AND HIS AMAZING FRIENDS,2023,25,null,19.99,2+
18853,10996-1,Lightning McQueen & Mater's Car Wash Fun,Normal,DUPLO,Pre-school,CARS,2023,null,null,29.99,2+
18854,10998-1,3in1 Magical Castle,Normal,DUPLO,Pre-school,DISNEY 100,2023,160,null,99.99,3+
18855,11027-1,Creative Neon Fun,Normal,CLASSIC,Basic,CREATIVE FUN,2023,333,null,19.99,5+
18856,11028-1,Creative Pastel Fun,Normal,CLASSIC,Basic,CREATIVE FUN,2023,333,null,19.99,5+
18857,11029-1,Creative Party Box,Normal,CLASSIC,Basic,CREATIVE BOX,2023,900,null,49.99,5+
18858,11030-1,Lots of Bricks,Normal,CLASSIC,Basic,BRICKS,2023,1000,null,59.99,5+
18859,11031-1,Creative Monkey Fun,Normal,CLASSIC,Basic,CREATIVE FUN,2023,135,null,9.99,5+
18860,11033-1,Creative Fantasy Universe,Normal,CLASSIC,Basic,MISCELLANEOUS,2023,1800,null,89.99,5+
18861,11974-1,Polar Bear,Other,CREATOR,Model making,MAGAZINE GIFT,2023,56,null,0,7+
18862,11975-1,Tractor,Other,CREATOR,Model making,MAGAZINE GIFT,2023,25,null,0,7+
18863,21240-1,The Swamp Adventure,Normal,MINECRAFT,Licensed,MINIFIG-SCALE,2023,65,2,9.99,7+
18864,21241-1,The Bee Cottage,Normal,MINECRAFT,Licensed,MINIFIG-SCALE,2023,254,2,24.99,8+
18865,21242-1,The End Arena,Normal,MINECRAFT,Licensed,MINIFIG-SCALE,2023,252,3,24.99,8+
18866,21243-1,The Frozen Peaks,Normal,MINECRAFT,Licensed,MINIFIG-SCALE,2023,304,null,34.99,8+
18867,21244-1,The Sword Outpost,Normal,MINECRAFT,Licensed,MINIFIG-SCALE,2023,427,null,44.99,8+
18868,21245-1,The Panda Haven,Normal,MINECRAFT,Licensed,MINIFIG-SCALE,2023,553,null,49.99,8+
18869,21246-1,The Deep Dark Battle,Normal,MINECRAFT,Licensed,MINIFIG-SCALE,2023,584,null,64.99,8+
18870,21338-1,A-Frame Cabin,Normal,IDEAS,Miscellaneous,null,2023,2082,null,179.99,18+
18871,21339-1,BTS Dynamite,Normal,IDEAS,Miscellaneous,LICENSED,2023,749,null,99.99,18+
18872,30629-1,Finnius Dash,Normal,MISCELLANEOUS,Miscellaneous,null,2023,null,null,0,null
18873,30633-1,Skate Ramp,Normal,FRIENDS,Modern day,SPORTS,2023,46,1,0,5+
18874,30634-1,Friendship Flowers,Normal,FRIENDS,Modern day,MISCELLANEOUS,2023,84,null,4.99,5+
18875,30637-1,Animal Tray and Bag Tag,Normal,DOTS,Art and crafts,BAG TAG,2023,94,null,4.99,null
18876,30638-1,Police Bike Training,Normal,CITY,Modern day,POLICE,2023,36,1,0,5+
18877,30639-1,Dog Park and Scooter,Normal,CITY,Modern day,PARK,2023,24,null,0,5+
18878,30640-1,Race Car,Normal,CITY,Modern day,RACING,2023,44,null,0,5+
18879,30641-1,Panda Bear,Normal,CREATOR,Model making,3 IN 1,2023,83,null,4.99,null
18880,30642-1,Birthday Train,Normal,CREATOR,Model making,SEASONAL,2023,58,null,0,null
18881,30643-1,Easter Chickens,Normal,CREATOR,Model making,SEASONAL,2023,61,null,0,null
18882,30644-1,Vintage Car,Normal,CREATOR,Model making,MISCELLANEOUS,2023,59,null,0,null
18883,30646-1,Moana's Dolphin Cove,Normal,DISNEY,Licensed,MOANA,2023,47,1,4.99,null
18884,30647-1,The Dripstone Cavern,Normal,MINECRAFT,Licensed,MINIFIG-SCALE,2023,45,2,4.99,null
18885,30648-1,Whale,Normal,DUPLO,Pre-school,null,2023,9,null,0,null
18886,30649-1,Ice Dragon Creature,Normal,NINJAGO,Action/Adventure,CORE,2023,null,null,0,7+
18887,30651-1,Quidditch Practice,Normal,HARRY POTTER,Licensed,GENERAL,2023,55,null,0,null
18888,30652-1,Doctor Strange's Interdimensional Portal,Normal,MARVEL SUPER HEROES,Licensed,DOCTOR STRANGE IN THE MULTIVERSE OF MADNESS,2023,44,1,4.99,null
18889,30654-1,X-wing Starfighter,Normal,STAR WARS,Licensed,EPISODE VI,2023,87,null,4.99,null
18890,30655-1,Forklift with Pallet,Normal,TECHNIC,Technical,null,2023,78,null,0,8+
18891,30656-1,Monkey King Marketplace,Normal,MONKIE KID,Action/Adventure,SEASON 4,2023,66,null,0,null
18892,30657-1,McLaren Solus GT,Normal,SPEED CHAMPIONS,Licensed,MCLAREN,2023,95,null,0,null
18893,31133-1,White Rabbit,Normal,CREATOR,Model making,3 IN 1,2023,258,null,19.99,8+
18894,31134-1,Space Shuttle,Normal,CREATOR,Model making,3 IN 1,2023,144,null,9.99,null
18895,31135-1,Vintage Motorcycle,Normal,CREATOR,Model making,3 IN 1,2023,128,null,14.99,8+
18896,31136-1,Exotic Parrot,Normal,CREATOR,Model making,3 IN 1,2023,253,null,19.99,7+
18897,31137-1,Adorable Dogs,Normal,CREATOR,Model making,3 IN 1,2023,475,null,29.99,7+
18898,31138-1,Beach Camper Van,Normal,CREATOR,Model making,3 IN 1,2023,556,null,49.99,8+
18899,31139-1,Cozy House,Normal,CREATOR,Model making,3 IN 1,2023,808,null,59.99,8+
18900,31140-1,Magical Unicorn,Normal,CREATOR,Model making,3 IN 1,2023,145,null,9.99,7+
18901,31143-1,Birdhouse,Normal,CREATOR,Model making,3 IN 1,2023,476,null,29.99,8+
18902,31208-1,Hokusai - The Great Wave,Normal,ART,Art and crafts,MISCELLANEOUS,2023,1810,null,99.99,18+
18903,40504-1,A Minifigure Tribute,Normal,PROMOTIONAL,Miscellaneous,LEGO HOUSE,2023,1041,null,84.99,10+
18904,40575-1,Year of the Rabbit,Normal,SEASONAL,Miscellaneous,CHINESE TRADITIONAL FESTIVALS,2023,194,null,0,8+
18905,40580-1,Blacktron Cruiser,Normal,ICONS,Model making,SPACE SYSTEM,2023,356,2,0,18+
18906,40581-1,BIONICLE Tahu and Takua,Normal,ICONS,Model making,PROMOTIONAL,2023,219,null,0,18+
18907,40582-1,4x4 Off-Road Ambulance Rescue,Normal,CITY,Modern day,MEDICAL,2023,162,null,0,6+
18908,40583-1,Houses of the World 1,Normal,PROMOTIONAL,Miscellaneous,HOUSES OF THE WORLD,2023,348,null,0,12+
18909,40584-1,Birthday Diorama,Normal,SEASONAL,Miscellaneous,BIRTHDAY,2023,157,null,0,6+
18910,40585-1,World of Wonders,Normal,ARCHITECTURE,Model making,PROMOTIONAL,2023,382,null,0,12+
